SP500 Compound,SP500 Negative,SP500 Neutral,SP500 Positive,SP500 Text,Cramer Compound,Cramer Negative,Cramer Neutral,Cramer Positive,Cramer Text,Trump Compound,Trump Negative,Trump Neutral,Trump Positive,Trump Text,Dimon Compound,Dimon Negative,Dimon Neutral,Dimon Positive,Dimon Text,Blankfein Compound,Blankfein Negative,Blankfein Neutral,Blankfein Positive,Blankfein Text,Solomon Compound,Solomon Negative,Solomon Neutral,Solomon Positive,Solomon Text,Corbat Compound,Corbat Negative,Corbat Neutral,Corbat Positive,Corbat Text,Lead economists Compound,Lead economists Negative,Lead economists Neutral,Lead economists Positive,Lead economists Text,Powell Compound,Powell Negative,Powell Neutral,Powell Positive,Powell Text,FED Compound,FED Negative,FED Neutral,FED Positive,FED Text,Fink Compound,Fink Negative,Fink Neutral,Fink Positive,Fink Text
,,,,,,,,,,,,,,,0.8271,0.0,0.854,0.146,"optimism over a slight slowdown in new coronavirus infections saw us stocks close near session highs on monday.
in the market's best day since 24 march, the dow finished up 7.7 per cent, or 1,627 points, the s&amp;p 500 closed 7 per cent higher, and the nasd… [+2052 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.228,0.044,0.956,0.0,"stock futures opened slightly lower monday evening after a regular-session rebound sent the s&amp;p 500 to its highest level since march 13.
during the regular session on monday, the three major indices each rallied more than 7% as investors considered early… [+3104 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.5719,0.126,0.8,0.074,"(bloomberg) -- asian stocks looked set to build on a u.s. rally after the reported death tolls in some of the worlds coronavirus hot spots continued to show signs of easing. the yen maintained losses and treasuries fell.
s&amp;p 500 futures dipped at the ope… [+2564 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.5719,0.073,0.748,0.179,"updated 
april 07, 2020 07:46:59
australian shares are set to extend yesterday's strong gains, following a rebound on global markets due to early signs the covid-19 death rate appears to be slowing.
asx futures had jumped by 124 points (or 2.4 per cent) by… [+2169 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.5859,0.105,0.895,0.0,"the interview 
dybul fears focusing on american health needs alone will lead to deadly second covid-19 wave
click here to watch the interview.
 former ambassador mark dybul was u.s. global aids coordinator during the george w. bush administration and led t… [+32049 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.4404,0.0,0.923,0.077,"getty images / scott olson
<ul><li>all three major us indexes skyrocketed on monday after countries reported declines in new coronavirus deaths over the weekend, offering investors new hope for near-term containment.</li><li>the dow jones industrial average … [+4364 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.7717,0.054,0.758,0.188,"getty
topline: stocks soared on monday, rebounding after sharp losses last week, as investors celebrated early signs that the coronavirus pandemic shows signs of slowing down thanks to lockdown measures in europe and the united states, though these small suc… [+2106 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.7717,0.0,0.847,0.153,"<ul><li>the dow jones enjoyed a massive 1,200 point rally to start the week.</li><li>stock market investors jumped on some encouraging coronavirus data showing the peak may be in for new york.</li><li>unfortunately for dow bulls, wall street kingpin jamie dim… [+3774 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.25,0.136,0.752,0.112,"<ul><li>jpmorgans ceo is warning that were headed for a stock market collapse similar to the 2008 meltdown.</li><li>as the novel coronavirus strangles the economy, we can expect a chain of bankruptcies.</li><li>one prominent investment strategist believes tha… [+2655 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.4588,0.072,0.799,0.128,"wall street surged on monday, as oil rallied and a decline in death rates in europe led to optimism that social distancing measures are having an impact.
the dow jones industrial average opened with a gain of around 800 points, while the s&amp;p 500 and nasd… [+1939 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.3182,0.073,0.81,0.117,"while death rates in italy, spain and france have slowed, cases of the coronavirus in the united ... [+] states are expected to peak this week. 
getty
(updated 9:38 a.m. et, april 6, 2020)
topline: u.s. stocks rallied on monday morning after encouraging ne… [+1539 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.7845,0.154,0.846,0.0,"dimon expects financial stress similar to the 2008 crisis. 
associated press
topline: jpmorgan 
 jpm
 ceo jamie dimon released his highly-anticipated annual letter to shareholders this morning, detailing how the largest u.s. bank is coping with one of the… [+1397 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0772,0.0,0.973,0.027,"u.s. equity markets soared monday morning as the spread of covid-19 cases showed signs of abating in the hardest-hit area.
the number of new cases over the weekend in new york city, the u.s.’s epicenter for the virus, rose by 30.4 percent versus last week, d… [+4198 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.2498,0.0,0.956,0.044,"the first quarter may have come to a close, but it's one investors will never forget.
the spread of the coronavirus disease 2019 (covid-19) has, thus far, led to more than 1 million confirmed cases worldwide and resulted in the deaths of approximately 53,000… [+6133 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.0516,0.056,0.893,0.051,"via 13d global strategy and research,
the following article was originally published in what i learned this week on march 26, 2020. to learn more about 13ds investment research, please visit their website.
corporate debt is the timebomb everyone saw ticking… [+7631 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.7579,0.178,0.761,0.061,"as covid-19 spreads around the world — devastating economies and pummeling markets — wall street analysts are renewing a phrase jpmorgan chief executive jamie dimon popularized during the financial crisis of 2007 to 2009. 
""to me, having a fortress balance s… [+4331 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.8074,0.029,0.794,0.177,"goldman sachs group awarded chief executive officer david solomon $27.5 million in compensation for 2019, his first full year on the job.
his pay included $2 million in salary, a $7.65 million cash bonus and $17.85 million long-term incentive, the new york-b… [+1671 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.872,0.187,0.813,0.0,"a trader reacts during the opening bell at the new york stock exchange (nyse) on february 28, 2020 at wall street in new york city.
we are all exhausted and depressed, having experienced this week one of the worst stock market declines in modern history.
i … [+5288 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.7717,0.0,0.845,0.155,"it is clear now that biden will be the democratic nominee for president in 2020 barring unforeseen circumstances. and the differences between biden and trump will be played up by both sides. and, yes, there are many differences between biden and trump especia… [+48449 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.34,0.054,0.841,0.106,"by sriram ramakrishnanit was a september weekend bang in the middle of a hectic, turbulent us election season and a growing financial market turmoil. the year was 2008. as common people around the world tried to settle down to enjoy a hard-earned rest, policy… [+5226 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.7717,0.0,0.845,0.155,"it is clear now that biden will be the democratic nominee for president in 2020 barring unforeseen circumstances. and the differences between biden and trump will be played up by both sides. and, yes, there are many differences between biden and trump especia… [+48051 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.8834,0.204,0.796,0.0,"in this episode of motley fool money, host chris hill is joined by motley fool analysts jason moser, andy cross, and ron gross to look at the latest headlines from the wall street.
the uncertainty in markets is going to have long-term effect on some stocks. … [+37921 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.3384,0.071,0.887,0.042,"driving the day
you thought tarp was bad? the federal response to the coronavirus is shaping up to be a monthslong legislative slog that will almost certainly have a bigger price tag than the bank bailouts of 2008. by all indications, it will be broader, too… [+21093 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.6808,0.064,0.76,0.176,"throughout these topsy-turvy times of scary health news, city lockdowns and daily market moves of 5% or more in both directions, theres been one comforting constant.
corporate insiders generally executives who buy shares in their own company are loving this … [+8138 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"former goldman sachs 
gs, -1.05%
boss lloyd blankfein took to twitter 
twtr, +2.13%
on sunday night to urge the government to kickstart the u.s. economy as soon as possible. 
extreme measures to flatten the virus curve is sensiblefor a timeto stretch out… [+1925 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-0.3612,0.054,0.946,0.0,"update: ignore all of the below, because moments ago, with futures near limit down, the fed announced it would pursue an unprecedented open-ended qe, which helped push futures sharply higher and are now green on the session.
bonds are bid across the board...… [+24870 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.7003,0.029,0.823,0.148,"even as the us stock market continued its free-fall due to the coronavirus pandemic, the top banker at goldman sachs got a pay raise of $2 million a year, a $7.65 million cash bonus, plus stock options worth $17.85 million.
david solomon led our development … [+1344 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-0.8555,0.234,0.766,0.0,"london/sydney/hong kong — financial markets around the world took another hammering on monday as a rising tide of national coronavirus lockdowns threatened to overwhelm policymakers’ frantic efforts to cushion what is likely to be a deep global recession.
eu… [+4699 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-0.765,0.178,0.822,0.0,london/sydney/hong kong (reuters) - financial markets around the world took another hammering on monday as a rising tide of national coronavirus lockdowns threatened to overwhelm policymakers’ frantic efforts to cushion what is likely to be a deep global rece… [+4616 chars],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-0.8555,0.234,0.766,0.0,"london/sydney/hong kong: financial markets around the world took another hammering on monday as a rising tide of national coronavirus lockdowns threatened to overwhelm policymakers' frantic efforts to cushion what is likely to be a deep global recession.
eur… [+4777 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-0.7096,0.129,0.871,0.0,"the iseq index slumped again on monday, with banks and travel stocks among the worst performers, as european markets traded near seven-year lows on monday after several countries expanded measures to curtail the spread of the coronavirus pandemic.
italy bann… [+3782 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"us stocks dropped on monday despite the federal reserve unleashing its most forceful effort to date to contain the financial fallout of the coronavirus, including a pledge to buy us government bonds in unlimited amounts.
the s&amp;p 500 fell over 2 per cent … [+4999 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-0.926,0.316,0.643,0.042,"asian shares sank on monday as a rising tide of national lockdowns threatened to overwhelm policymakers frantic efforts to cushion what is likely to be a deep global recession.
further deterioration in the covid-19 outbreak is severely damaging the global ec… [+4408 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-0.8807,0.27,0.685,0.044,"sydney/hong kong: asian shares sank on monday as a rising tide of national lockdowns threatened to overwhelm policymakers' frantic efforts to cushion what is likely to be a deep global recession.
""further deterioration in the covid-19 outbreak is severely da… [+4328 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.6249,0.0,0.873,0.127,"david solomon “led our development of the firm’s three-year business plan and a clear long-term strategy that leverages our foundational advantages, enhances the firm’s long-term mindset and instills a culture of innovation,” goldman said in a federal filing … [+2547 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.2023,0.0,0.959,0.041,"four star films,box office hits,indies and imports,movies a - z
four star films
top rated movies and made-for-tv films airing the week of the week of april 12 - 18, 2020ben-hur (1959) tcm sun. 9 a.m.
butch cassidy and the sundance kid (1969) encore sat. 7:… [+235995 chars]",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.7351,0.149,0.851,0.0,"there is no doubt coronavirus has hit the asx hard – the s&amp;p/asx 200 index (asx: xjo) is down 21% since the start of the year and 26% from its february high. 
volatility has continued as the market has clawed its way back from its low on 23 march. uncert… [+7385 chars]",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.5106,0.0,0.93,0.07,"editors note: morning money is a free version of politico pro financial services' morning newsletter, which is delivered to our subscribers each morning at 6 a.m. the politico pro platform combines the news you need with tools you can use to take action on th… [+12053 chars]",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"apple inc., formerly apple computer, inc., is an american multinational corporation headquartered in cupertino, california[2] that designs, develops, and sells consumer electronics, computer software and personal computers. its best-known hardware products ar… [+97623 chars]",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.7184,0.157,0.774,0.069,"as a global health crisis raged outside, and markets convulsed and quaked with historically intense volatility, some of wall street's largest trading floors have been uncharacteristically quiet.  
at one of new york's top banks, a trading floor that usually … [+10258 chars]",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.029,0.823,0.148,"even as the us stock market continued its free-fall due to the coronavirus pandemic, the top banker at goldman sachs got a pay raise of $2 million a year, a $7.65 million cash bonus, plus stock options worth $17.85 million.
david solomon led our development … [+1344 chars]",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.8074,0.029,0.794,0.177,"goldman sachs group awarded chief executive officer david solomon $27.5 million in compensation for 2019, his first full year on the job.
his pay included $2 million in salary, a $7.65 million cash bonus and $17.85 million long-term incentive, the new york-b… [+1671 chars]",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.6249,0.0,0.873,0.127,"david solomon “led our development of the firm’s three-year business plan and a clear long-term strategy that leverages our foundational advantages, enhances the firm’s long-term mindset and instills a culture of innovation,” goldman said in a federal filing … [+2547 chars]",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3182,0.0,0.949,0.051,"a man cleans up on the trading floor, following traders testing positive for coronavirus disease (covid-19), at the new york stock exchange (nyse) in new york, u.s., march 19, 2020.
the coronavirus pandemic has roiled capital markets, but it has also led to … [+6010 chars]",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0772,0.055,0.862,0.082,"the covid-19 crash has engulfed the big financials, including wells fargo (wfc).
one way to note the severity of the decline is that while wells normally yields less than its preferred issues, it now pays considerably more: 7.7% on a forward basis.
wfc has … [+5009 chars]",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.802,0.053,0.733,0.213,"<ul><li>us stocks slid on monday in their first day of trading after the s&amp;p 500 completed its best weekly gain since 1974.</li><li>investors mulled heightened uncertainty heading into earnings season.</li><li>jpmorgan, wells fargo, and johnson &amp; john… [+5158 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6369,0.0,0.896,0.104,"in the spring of 1944, as the allies secretly prepared to invade france, a midwestern factory with the pleasant name of willow run produced one b-24 heavy bomber every hour. an astonishing feat, even now. every day, 125 miles of copper wire and 8.6 million ri… [+24131 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2617,0.119,0.8,0.081,"for fans of american football, it is unfortunately a familiar sight. it is getting late in the ballgame. your team needs a touchdown to win. the good guys have the ball, but their drive has stalled out, and it is now ""4th and short"". the offense just needs a … [+6052 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8126,0.0,0.833,0.167,"new york: wall street closed out its best week in 45 years on thursday after the federal reserve launched its latest titanic effort to support the economy through the coronavirus outbreak.
the central bank announced programs to provide up to $2.3 trillion in… [+5597 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6369,0.16,0.754,0.086,"sitting at the dinner table, our 11-year old son inquired: ""if a big meteor was about to hit the earth, how much money would the fed print?"" i complimented his sense of humor. yet it was a sad testament to the historic monetary fiasco that will haunt his gene… [+75074 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9054,0.224,0.723,0.053,"the economic calendar includes several important releases, but few reflect the covid19 effects. everyone knows the economic news is dismal. just how dismal does not seem to matter.
investors want to know whether we have seen the bottom in stock prices. they … [+23746 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1531,0.081,0.873,0.046,"as the coronavirus epidemic gathers steam in many parts of the u.s., equity investors appear confident its damage to the economy will be contained, but analysts warn that as large corporations provide more information about covid-19s impact on earnings in com… [+6014 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2732,0.041,0.897,0.062,"introduction
just as the bears were starting to enjoy their day in the sun, the bulls came roaring back, as the s&amp;p 500 has surged 25% from its low three weeks ago. the rally started out as a bounce from a deeply oversold technical condition for the mark… [+16925 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8126,0.0,0.833,0.167,"new york: wall street closed out its best week in 45 years on thursday after the federal reserve launched its latest titanic effort to support the economy through the coronavirus outbreak.
the central bank announced programs to provide up to $2.3 trillion in… [+5597 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.631,0.0,0.893,0.107,"nourish your hopes, but do not overlook realities.
..... sir winston churchill
economists, analysts, and market pundits are all busy now trying to figure out what any potential economic recovery is going to look like. in the coming days/weeks we will hear a… [+27443 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.631,0.0,0.893,0.107,"nourish your hopes, but do not overlook realities.
..... sir winston churchill
economists, analysts, and market pundits are all busy now trying to figure out what any potential economic recovery is going to look like. in the coming days/weeks we will hear a… [+27443 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1027,0.071,0.849,0.079,"has another great depression begun? 
the stock market does not appear to think so. as of yesterday, the stock market was only down from its peak by 17.6%, below the 20% cutoff characterizing a bear market.
indeed, the reaction of the stock market to events … [+10302 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7906,0.077,0.714,0.209,"if theres a downside to an over decade-long bull-run, its that some investors get too comfortable with risk. they see the daily growth of the market, pumping a greater percentage of their portfolio into stocks, expecting the party to never run out.
of course… [+6272 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8126,0.0,0.833,0.167,"new york (ap) wall street closed out its best week in 45 years on thursday after the federal reserve launched its latest titanic effort to support the economy through the coronavirus outbreak.
the central bank announced programs to provide up to $2.3 trillio… [+5652 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8126,0.0,0.83,0.17,new york (ap) wall street closed out its best week in 45 years on thursday after the federal reserve launched its latest titanic effort to support the economy through the coronavirus outbreak.the central bank announced programs to provide up to $2.3 trillion … [+5801 chars],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8126,0.0,0.833,0.167,"wall street closed out its best week in 45 years on thursday after the federal reserve launched its latest titanic effort to support the economy through the coronavirus outbreak.
the central bank announced programs to provide up to $2.3 trillion in loans to … [+5897 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8957,0.0,0.768,0.232,"new york -- 
the s&amp;p 500 index closed out its best week since 1974 with another gain thursday after the federal reserve launched its latest unprecedented effort to support the economy through the coronavirus outbreak. the central banks announcement of pr… [+6671 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8689,0.0,0.792,0.208,"new york (ap) — stocks are rising on wall street thursday after the federal reserve launched its latest unprecedented effort to support the economy through the coronavirus outbreak. the gains put the s&amp;p 500 on track for its best week since 1974.
the cen… [+5643 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4939,0.0,0.905,0.095,"new york — stocks rose in midday trading on wall street thursday after the federal reserve launched its latest unprecedented effort to support the economy through the coronavirus outbreak.
the central bank undertook actions to provide up to $2.3 trillion in … [+4211 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2023,0.116,0.784,0.1,"the indian market remained on the volatile track and gave up all gains of the morning session, following a negative opening in the european markets.
sensex ended 173 points, or 0.58 percent, lower at 29,893.96 while nifty settled 43 points, or 0.49 percent, … [+8375 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3612,0.076,0.782,0.142,"while the latest news of a potential slowdown in new u.s. covid-19 cases brings an optimistic tone to wall street, the impacts of the global economic crisis have not been fully priced into the market. we certainly hope there is a continued slowdown in new cas… [+4968 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7184,0.172,0.779,0.049,"the coronavirus (covid-19) is impacting the global economy and raising fears of a recession. what causes a recession and what are the signs?
usa today
stocks added to early gains wednesday after sen. bernie sanders dropped out of the u.s. presidential race.… [+5108 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4779,0.089,0.781,0.13,"wuhan has reopened, somewhat. while travel to and from the city is now allowed, some restrictions inside the city remain, there is no timetable for schools to reopen, and officials are clearly very worried about a a resurgence of infections. it is great to se… [+81632 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.0,0.945,0.055,"(for a live blog on the u.s. stock market, click live/ or type live/ in a news window)
* futures near one-month high
* exxon, halliburton track oil prices higher
* cruise operators lead gains among s&amp;p 500 firms
* futures up: dow 3.24%, s&amp;p 2.8%, … [+2770 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6815,0.038,0.81,0.152,global markets rallied for the second day as signs of progress against the coronavirus in both europe and the united states and more aggressive helpings of stimulus kept investors charging back in.  us index futures bounced for a second straight day on tuesda… [+28031 chars],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4019,0.0,0.941,0.059,"by geoffrey smith 
investing.com -- gold prices hit their highest in nearly eight years as investors pile into the safest of havens even after one of the biggest-ever one-day rallies in u.s. stocks. global stock markets have followed the u.s. higher overnigh… [+5305 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8442,0.0,0.822,0.178,"indian market is staring at a higher opening on tuesday following its global peers as they returned with a sharp rebound on hopes of pandemic stabilising. at 7:10 am, the sgx nifty traded 10 points higher at 8,471, hinting at a positive opening for the sensex… [+4551 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8781,0.271,0.67,0.059,"president donald trump is confronting the most dangerous crisis a united states leader has faced this century as the coronavirus spreads and a once-vibrant economy falters.
 as the turmoil deepens, the choices he makes in the critical weeks ahead will shape … [+10065 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7809,0.0,0.846,0.154,"there was some good financial news monday afternoon for everyone who isn't yet dead from covid. the dow was up 1,200 points with defense contractor raytheon technologies and american express taking the lead. the s&amp;p 500 and the nasdaq shot up at 5.6 perce… [+4392 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.891,0.0,0.756,0.244,"stars and stripes is making stories on the coronavirus pandemic available free of charge. see other free reports here. sign up for our daily coronavirus newsletter here. please support our journalism with a subscription.
washington president donald trump is … [+8699 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6705,0.155,0.794,0.051,"canada may face an historic downturn, struck by the global pandemic and fuelled by issues that were already haunting the economyin every economic crisis over the last century, people have ultimately turned to the world of medicine to help make sense of the fe… [+20460 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9212,0.277,0.723,0.0,"washington -- 
president donald trump is confronting the most dangerous crisis a u.s. leader has faced this century as the coronavirus spreads and a once-vibrant economy falters. as the turmoil deepens, the choices he makes in the critical weeks ahead will s… [+8498 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9212,0.277,0.723,0.0,"ap 
washington president donald trump is confronting the most dangerous crisis a u.s. leader has faced this century as the coronavirus spreads and a once-vibrant economy falters. as the turmoil deepens, the choices he makes in the critical weeks ahead will s… [+8734 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9212,0.277,0.723,0.0,"president donald trump is confronting the most dangerous crisis a u.s. leader has faced this century as the coronavirus spreads and a once-vibrant economy falters. as the turmoil deepens, the choices he makes in the critical weeks ahead will shape his reelect… [+8619 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9212,0.282,0.718,0.0,"washington - president donald trump is confronting the most dangerous crisis a u.s. leader has faced this century as the coronavirus spreads and a once-vibrant economy falters. as the turmoil deepens, the choices he makes in the critical weeks ahead will shap… [+8272 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6707,0.055,0.789,0.156,"editors' note: this is the transcript of the podcast we posted last week. please note that due to time and audio constraints, transcription may not be perfect. we encourage you to listen to the podcast, embedded below, if you need any clarification. we hope y… [+79319 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9212,0.277,0.723,0.0,"washington (ap) president donald trump is confronting the most dangerous crisis a us leader has faced this century as the coronavirus spreads and a once-vibrant economy falters. as the turmoil deepens, the choices he makes in the critical weeks ahead will sha… [+8403 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9212,0.282,0.718,0.0,"washington president donald trump is confronting the most dangerous crisis a u.s. leader has faced this century as the coronavirus spreads and a once-vibrant economy falters. as the turmoil deepens, the choices he makes in the critical weeks ahead will shape … [+8348 chars]",,,,,,,,,,,,,,,
