,Date,SP500 Compound,SP500 Negative,SP500 Neutral,SP500 Positive,SP500 Text,Cramer Compound,Cramer Negative,Cramer Neutral,Cramer Positive,Cramer Text,Trump Compound,Trump Negative,Trump Neutral,Trump Positive,Trump Text,Dimon Compound,Dimon Negative,Dimon Neutral,Dimon Positive,Dimon Text,Blankfein Compound,Blankfein Negative,Blankfein Neutral,Blankfein Positive,Blankfein Text,Solomon Compound,Solomon Negative,Solomon Neutral,Solomon Positive,Solomon Text,Corbat Compound,Corbat Negative,Corbat Neutral,Corbat Positive,Corbat Text,Lead economists Compound,Lead economists Negative,Lead economists Neutral,Lead economists Positive,Lead economists Text,FED Compound,FED Negative,FED Neutral,FED Positive,FED Text,Fink Compound,Fink Negative,Fink Neutral,Fink Positive,Fink Text
9,2021-02-26 15:09:43,,,,,,,,,,,,,,,,,,,,,,,,,,0.0516,0.083,0.828,0.089,"(igor kutyaev/getty images)
welcome to the capital note, a newsletter about business, finance, and economics. on the menu today: inflation fears deflate stocks, from pipeline to railroad, chinas (la… [+15563 chars]",,,,,,,,,,,,,,,,,,,,
10,2021-02-26 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,0.4215,0.0,0.928,0.072,"for much of the last year, chatter amongst business leaders has been on the “new normal” and how weve adapted to it.
businesses of all shapes and sizes have quickly and comfortably adjusted to a zoo… [+4752 chars]",,,,,,,,,,,,,,,,,,,,
11,2021-02-19 16:33:55,,,,,,,,,,,,,,,,,,,,,,,,,,0.296,0.072,0.799,0.129,"london: a strong start for world equities in 2021 after the fastest bear-to-bull market switch last year has prompted market mavens to flag worries about pricey assets, with bofa calling it the ""moth… [+3281 chars]",,,,,,,,,,,,,,,,,,,,
12,2021-02-19 14:20:17,,,,,,,,,,,,,,,,,,,,,,,,,,0.296,0.072,0.799,0.129,"london: a strong start for world equities in 2021 after the fastest bear-to-bull market switch last year has prompted market mavens to flag worries about pricey assets, with bofa calling it the ""moth… [+4393 chars]",,,,,,,,,,,,,,,,,,,,
13,2021-02-19 13:37:34,,,,,,,,,,,,,,,,,,,,,,,,,,0.0772,0.091,0.809,0.099,"file photo: bull and bear symbols for successful and bad trading are seen in front of the german stock exchange (deutsche boerse) in frankfurt, germany, february 12, 2019. reuters/kai pfaffenbach
mi… [+4055 chars]",,,,,,,,,,,,,,,,,,,,
14,2021-02-19 13:34:00,,,,,,,,,,,,,,,,,,,,,,,,,,0.296,0.074,0.794,0.132,"london (reuters) - a strong start for world equities in 2021 after the fastest bear-to-bull market switch last year has prompted market mavens to flag worries about pricey assets, with bofa calling i… [+3796 chars]",,,,,,,,,,,,,,,,,,,,
0,2021-02-28 16:26:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"citigroup
 is brokenbut the u.s. banking giant finally might have found the woman to fix it.when jane fraser becomes ceo of citigroup on march 1, she will find herself simultaneously in the most and… [+7232 chars]",,,,,,,,,,,,,,,
0,2021-03-18 07:59:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6705,0.0,0.864,0.136,"the us economy is heading for its strongest growth in nearly 40 years, the federal reserve said on wednesday, and central bank policymakers are pledging to keep their foot on the gas despite an expec… [+4514 chars]",,,,,,,,,,
1,2021-03-18 07:08:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.128,0.133,0.776,0.091,"summary
south africa was one of the 1990s iconic cases of democratization. yet starting in the mid-2000s, the country began to experience a disruptive collision between its strong political institut… [+205622 chars]",,,,,,,,,,
2,2021-03-18 04:21:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6705,0.0,0.864,0.136,"the us economy is heading for its strongest growth in nearly 40 years, the federal reserve said on wednesday, and central bank policymakers are pledging to keep their foot on the gas despite an expec… [+4386 chars]",,,,,,,,,,
3,2021-03-18 01:53:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6705,0.0,0.864,0.136,"the us economy is heading for its strongest growth in nearly 40 years, the federal reserve said on wednesday, and central bank policymakers are pledging to keep their foot on the gas despite an expec… [+4378 chars]",,,,,,,,,,
4,2021-03-18 01:50:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4588,0.0,0.912,0.088,"a year after initiating zero interest rates in response to covid, the feds long-term outlook still doesnt show it thinking about thinking about getting less accommodative with its policy before 2023.… [+9107 chars]",,,,,,,,,,
5,2021-03-18 01:31:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6705,0.0,0.849,0.151,"by howard schneider and ann saphir
washington (reuters) - the u.s. economy is heading for its strongest growth in nearly 40 years, the federal reserve said on wednesday, and central bank policymaker… [+4772 chars]",,,,,,,,,,
6,2021-03-18 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6249,0.0,0.79,0.21,"australian dollar, aud/usd, jobs report, fomc, technical analysis – market alert
<ul><li>australian dollar extends recent gains on blowout jobs data</li><li>improving market sentiment after fomc may… [+3370 chars]",,,,,,,,,,
7,2021-03-17 23:50:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6705,0.0,0.861,0.139,"washington: the us economy is heading for its strongest growth in nearly 40 years, the federal reserve said on wednesday (mar 17), and central bank policymakers are pledging to keep their foot on the… [+4592 chars]",,,,,,,,,,
8,2021-03-17 19:42:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3182,0.0,0.891,0.109,"getty images
getty images
key takeaways:
<ul><li>fed leaves rates unchanged, sees improving economy</li><li>more fed officials see chances for rate hike in 2022, but median estimate is 2023</li><l… [+9216 chars]",,,,,,,,,,
9,2021-03-16 23:34:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34,0.064,0.936,0.0,"if things get choppy today, you can probably blame the fed. their meeting gets underway soon and we could have a bit of turbulence between now and tomorrow afternoon when fed chairman jerome powell a… [+11729 chars]",,,,,,,,,,
10,2021-03-16 17:50:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34,0.079,0.921,0.0,"predictably, conservatives are once again warning about inflation. this happens every time a democrat takes officeeven if he merely continues the identical policies of his republican predecessor.
un… [+11985 chars]",,,,,,,,,,
11,2021-03-16 13:16:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"getty images
getty images
key takeaways:
<ul><li>fed meeting begins today amid sharp focus on inflation, yields</li><li>mixed tone overnight might carry through into session as fed awaited</li><li… [+11605 chars]",,,,,,,,,,
12,2021-03-16 11:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3802,0.125,0.816,0.059,"stressed under pressure concept
getty
one group of funds is doing something very unusual right now: theyre raising their dividends by double digits! and those huge hikes have driven the yields on s… [+4093 chars]",,,,,,,,,,
13,2021-03-15 21:20:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"logos lp commentary for the month of march 2021, discussing the nature of long-term shareholding.
get the full walter schloss series in pdf
get the entire 10-part series on walter schloss in pdf. s… [+22744 chars]",,,,,,,,,,
14,2021-03-15 18:26:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5423,0.129,0.827,0.044,"at this point, a reasonable person would be forced to admit
that a prediction of high inflation made in 2010 was based on faulty theory.
yet, few of those who signed the letter to bernanke owned up… [+5324 chars]",,,,,,,,,,
15,2021-03-15 14:14:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"in a capital note last week, i wrote about the debate over inflation (coming or not?). with the minor exception of a $1.9 trillion spending package now passed into law, not much has changed since the… [+37877 chars]",,,,,,,,,,
16,2021-03-15 13:17:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2263,0.058,0.942,0.0,"getty images
getty images
key takeaways:
<ul><li>busy week ahead as fed prepares to meet and retail sales loom tomorrow</li><li>nike 
 nke
 and fedex 
 fdx
 lead the list of key companies set … [+12320 chars]",,,,,,,,,,
17,2021-03-15 09:00:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0772,0.0,0.968,0.032,"[music playing] (singing) when you walk in the room do you have sway.
kara swisher
im kara swisher and youre listening to sway. if you want to know who the pope, bill gates, and aoc are turning to … [+51348 chars]",,,,,,,,,,
18,2021-03-15 08:10:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7906,0.0,0.784,0.216,"the end of the pandemic means that money has begun rotating from growth to value.


 concerns about rising interest rates have caused the tech bubble to significantly deflate.
 <ul><li>the tech-do… [+21901 chars]",,,,,,,,,,
19,2021-03-15 04:05:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"we are living through a stock buyback revolution. over the last decade, the amount that u.s. public firms have spent on buying back stock from their shareholders rose threefold to a record level of r… [+7679 chars]",,,,,,,,,,
20,2021-03-15 02:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3612,0.0,0.93,0.07,"we would like to initiate our coverage of ishares core msci emerging markets etf (iemg), which is one of the largest emerging-market related etfs available to retail investors. worldwide media has be… [+16808 chars]",,,,,,,,,,
21,2021-03-15 02:16:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"in a capital note last week, i wrote about the debate over inflation (coming or not?). with the minor exception of a $1.9 trillion spending package now passed into law, not much has changed since the… [+37877 chars]",,,,,,,,,,
22,2021-03-14 10:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9169,0.0,0.683,0.317,"preface. i was fortunate enough to know walter for 15 years. he became a friend and mentor, helping me learn to become a better science writer, and sending me material i might be interested in, and d… [+74322 chars]",,,,,,,,,,
23,2021-03-14 09:30:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"in a capital note last week, i wrote about the debate over inflation (coming or not?). with the minor exception of a $1.9 trillion spending package now passed into law, not much has changed since the… [+37877 chars]",,,,,,,,,,
24,2021-03-14 01:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2023,0.075,0.829,0.097,"in the hands appears with a dollar sign concept design.
getty
the chicken littles fretting about inflation are ignoring something: the bonus $2.9 trillion thats primed to ignite stocksone group of … [+4059 chars]",,,,,,,,,,
25,2021-03-13 17:36:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"in a capital note last week, i wrote about the debate over inflation (coming or not?). with the minor exception of a $1.9 trillion spending package now passed into law, not much has changed since the… [+37877 chars]",,,,,,,,,,
26,2021-03-13 16:21:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"in a capital note last week, i wrote about the debate over inflation (coming or not?). with the minor exception of a $1.9 trillion spending package now passed into law, not much has changed since the… [+37879 chars]",,,,,,,,,,
27,2021-03-13 16:21:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4215,0.078,0.922,0.0,"jpmorgan ceo jamie dimon in 2019(jeenah moon/reuters)
the week of march 8: bond worries, bidens binge, the cult of asceticism, and much, much more.in a capital note last week, i wrote about the deba… [+38150 chars]",,,,,,,,,,
28,2021-03-13 12:42:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"listen on the go! a daily podcast of wall street breakfast's alpha talks will be available this morning on seeking alpha, itunes, stitcher and spotify.


 
 
 

 

 
more wall street breakfast pod… [+12085 chars]",,,,,,,,,,
29,2021-03-12 19:35:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2732,0.0,0.938,0.062,"this was a week of big news for the cannabis industry. curaleaf holdings inc. (otcqx: curlf) agreed to acquire one of europes largest cannabis companies, emmac life sciences, for approximately $286 m… [+11789 chars]",,,,,,,,,,
30,2021-03-12 14:49:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1027,0.042,0.958,0.0,"overview
 the global capital markets are reversing hard into the weekend. yesterday's rally lifted us benchmarks to a record high fizzled even though most asia pacific markets (with hong kong and in… [+11984 chars]",,,,,,,,,,
31,2021-03-12 12:39:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.06,0.879,0.06,"stock-index futures were lower friday, with tech-related shares set to lead the slide as bond yields continue to rise, a day after the dow jones industrial average and s&amp;p 500 closed at records.… [+3309 chars]",,,,,,,,,,
32,2021-03-12 12:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4588,0.081,0.919,0.0,"a visitor in front of the wall street bull, a bronze sculpture in the financial district of manhattan new york, may 19, 2020.
a year after the pandemic forced the nation into a shutdown, the stock m… [+8383 chars]",,,,,,,,,,
33,2021-03-12 02:48:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4215,0.076,0.924,0.0,"hong kong (afp)
asian markets mostly rose friday following more records in new york and wall street after joe biden finally signed his enormous stimulus into law, while fears over inflation and a po… [+3600 chars]",,,,,,,,,,
34,2021-03-12 02:47:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0516,0.074,0.847,0.079,"asian markets mostly rose friday following more records in new york and wall street after joe biden finally signed his enormous stimulus into law, while fears over inflation and a possible interest r… [+3578 chars]",,,,,,,,,,
35,2021-03-11 17:46:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6808,0.05,0.742,0.208,"with another round of federal stimulus on the way and expectations for solid growth for the u.s. economy this year, value stocks have been rallying. stocks with low valuations tend to do well during … [+6570 chars]",,,,,,,,,,
36,2021-03-11 14:51:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3182,0.074,0.774,0.152,"key takeaways:
<ul><li>european central bank vows to increase bond purchases, putting pressure on yields</li><li>oracle 
 orcl
 shares fall after earnings beat, with focus on guidance</li><li>init… [+10859 chars]",,,,,,,,,,
37,2021-03-11 11:31:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3182,0.033,0.896,0.072,"stock-index futures traded higher thursday, signaling further gains for the dow jones industrial average a day after the blue-chip gauge closed at an all-time high, as investors awaited weekly data o… [+3380 chars]",,,,,,,,,,
38,2021-03-11 10:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6597,0.031,0.787,0.183,"by joe wallace 
stock futures advanced thursday, indicating that shares of giant technology companies would push higher at the opening bell as investors awaited a fresh reading on the labor market. … [+4044 chars]",,,,,,,,,,
39,2021-03-10 19:27:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5574,0.0,0.882,0.118,"introduction
 markets are experiencing volatility on largely priced-in events: expected economic recovery, positive vaccine news, and large stimulus packages. this sell-off caused the yield curve to… [+10487 chars]",,,,,,,,,,
40,2021-03-10 12:47:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5106,0.0,0.92,0.08,"liveupdated march 10, 2021, 7:44 a.m. et
march 10, 2021, 7:44 a.m. et
heres what you need to know:
the american rescue plan, which was passed by the senate over the weekend and is now back before … [+12116 chars]",,,,,,,,,,
41,2021-03-10 12:12:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5562,0.0,0.907,0.093,"listen on the go! a daily podcast of wall street breakfast will be available by 8:00 a.m. on seeking alpha, itunes, stitcher and spotify.
the american rescue plan
congress is set to give the final … [+11117 chars]",,,,,,,,,,
42,2021-03-09 13:13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4756,0.13,0.663,0.206,"tech stocks are back, for now.things havent been looking good for richly valued growth stocks. mondays 2.4% tech wreck pushed the 
 nasdaq composite
 into correction territory, with the benchmark t… [+10040 chars]",,,,,,,,,,
43,2021-03-09 09:00:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"its the last weekend of the month, so di leshea scotts saturday begins with a long wait at the post office to get a money order for her rent. from there, she drives north to hand-deliver it at a drab… [+18000 chars]",,,,,,,,,,
44,2021-03-08 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5106,0.0,0.883,0.117,"s&amp;p 500, hang seng, asx 200, asia-pacific market weekly outlook:
<ul><li>wall street equities rebounded on strong non-farm payrolls report, retreating yields</li><li>senate democrats passed a $1… [+6478 chars]",,,,,,,,,,
45,2021-03-07 22:25:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7845,0.055,0.723,0.222,"it was another unsettled week for notably synchronized global markets. the week began with a decent bout of hope. the s&amp;p 500 rallied 2.8% in monday trading, ""its strongest one-day gain since jun… [+71904 chars]",,,,,,,,,,
46,2021-03-07 18:24:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"copper is often seen as a leading barometer for global economic health. when the covid-19 outbreak hit china and subsequently spread across the globe, copper spot prices fell from $2.86/pound in mid-… [+22798 chars]",,,,,,,,,,
47,2021-03-06 20:34:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9169,0.028,0.718,0.253,"in this article, we shared our list of the 11 best oil tanker stocks to buy now. you can skip our analysis of the oil tanker industry and its demand growth and go to 5 best oil tanker stocks to buy n… [+13648 chars]",,,,,,,,,,
48,2021-03-06 17:16:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5423,0.0,0.907,0.093,"the fondness of the biden administration for rule by regulation is hardly a secret by now, and, when it comes to telling corporations that they should run themselves according to the precepts of stak… [+39138 chars]",,,,,,,,,,
49,2021-03-06 13:07:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5423,0.0,0.907,0.093,"the fondness of the biden administration for rule by regulation is hardly a secret by now, and, when it comes to telling corporations that they should run themselves according to the precepts of stak… [+39319 chars]",,,,,,,,,,
0,2021-03-18 17:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5574,0.059,0.782,0.159,"* 10-yr u.s. yield tops 1.75% as investors digest fed
* s&amp;p 500 drops, tech-heavy nasdaq slumps
* msci global index little changed as europes stoxx gains
* dollar recovers from post-fed drop, … [+2895 chars]",,,,,
1,2021-03-18 17:39:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7189,0.18,0.82,0.0,"photo by mark makela/getty images news via getty images
the fed gave the equity market exactly what it wanted, lower for as long as possible. unfortunately, the bond market doesn't seem as pleased, … [+6400 chars]",,,,,
2,2021-03-18 17:25:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3818,0.0,0.918,0.082,"<ul><li>usd/jpy continues to consolidate close to the 109.00 level.</li><li>higher us bond yields mean the dollar is the best performing g10 currency, but the yen is holding up well.</li><li>risk-off… [+2322 chars]",,,,,
3,2021-03-18 17:22:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"london stocks turned a corner as news started to come out of the us on thursday afternoon.
after trading down all day, the ftse 100 index of the capitals biggest companies flipped its fortunes at ar… [+3391 chars]",,,,,
4,2021-03-18 17:16:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6808,0.0,0.833,0.167,"baron opportunity fund recently published its fourth-quarter commentary a copy of which can be downloaded here. during the fourth quarter of 2020, the baron opportunity fund returned 23.02% (institut… [+3344 chars]",,,,,
5,2021-03-18 16:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4767,0.0,0.88,0.12,"fed chairman jerome powell.
pool/getty images
borrowing costs quickly picked up pace thursday as the benchmark 10-year treasury note yield surged to a fresh 14- month high, with the move pressuring… [+2265 chars]",,,,,
6,2021-03-18 16:48:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.061,0.816,0.122,"only a day after analysts had hailed the victory of the federal reserve over traders doubting the central banks pledge to keep monetary policy easy for an extended period, bond yields rose sharply on… [+4938 chars]",,,,,
7,2021-03-18 16:37:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"photo by panuwat sikham/istock via getty images
voyager digital (otcqb:vygvf) is a smaller cap that gives investors exposure to the bitcoin and crypto trading trend at a reasonable valuation. the co… [+22409 chars]",,,,,
8,2021-03-18 16:26:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2263,0.061,0.939,0.0,"artisan partners limited partnership, a high value-added investment management firm, published its artisan mid cap fund fourth quarter 2020 investor letter a copy of which can be downloaded here. a r… [+3484 chars]",,,,,
9,2021-03-18 16:18:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2263,0.061,0.939,0.0,"artisan partners limited partnership, a high value-added investment management firm, published its artisan mid cap fund fourth quarter 2020 investor letter a copy of which can be downloaded here. a r… [+3364 chars]",,,,,
10,2021-03-18 16:17:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2263,0.061,0.939,0.0,"artisan partners limited partnership, a high value-added investment management firm, published its artisan mid cap fund fourth quarter 2020 investor letter a copy of which can be downloaded here. a r… [+3442 chars]",,,,,
11,2021-03-18 16:15:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2263,0.061,0.939,0.0,"artisan partners limited partnership, a high value-added investment management firm, published its artisan mid cap fund fourth quarter 2020 investor letter a copy of which can be downloaded here. a r… [+4212 chars]",,,,,
12,2021-03-18 16:14:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2263,0.061,0.939,0.0,"artisan partners limited partnership, a high value-added investment management firm, published its artisan mid cap fund fourth quarter 2020 investor letter a copy of which can be downloaded here. a r… [+4238 chars]",,,,,
13,2021-03-18 16:13:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2263,0.061,0.939,0.0,"artisan partners limited partnership, a high value-added investment management firm, published its artisan mid cap fund fourth quarter 2020 investor letter a copy of which can be downloaded here. a r… [+3424 chars]",,,,,
14,2021-03-18 16:12:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2263,0.061,0.939,0.0,"artisan partners limited partnership, a high value-added investment management firm, published its artisan mid cap fund fourth quarter 2020 investor letter a copy of which can be downloaded here. a r… [+3788 chars]",,,,,
15,2021-03-18 16:09:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2263,0.061,0.939,0.0,"artisan partners limited partnership, a high value-added investment management firm, published its artisan mid cap fund fourth quarter 2020 investor letter a copy of which can be downloaded here. a r… [+3577 chars]",,,,,
16,2021-03-18 16:08:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2263,0.061,0.939,0.0,"artisan partners limited partnership, a high value-added investment management firm, published its artisan mid cap fund fourth quarter 2020 investor letter a copy of which can be downloaded here. a r… [+4025 chars]",,,,,
17,2021-03-18 16:08:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7184,0.0,0.846,0.154,reuters: the s&amp;p 500 eased from a record high on thursday while the tech-heavy nasdaq shed more than 1per cent as a spike in u.s. bond yields accelerated a move out of pandemic winner tech stocks… [+3121 chars],,,,,
18,2021-03-18 16:06:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2263,0.061,0.939,0.0,"artisan partners limited partnership, a high value-added investment management firm, published its artisan mid cap fund fourth quarter 2020 investor letter a copy of which can be downloaded here. a r… [+3862 chars]",,,,,
19,2021-03-18 16:05:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9062,0.0,0.74,0.26,"a reader asks:
ben, in your writings you tend to lean to the hopeful and positive side of the future, at least it seems. then you have folks like ray dalio &amp; many other respectable figures who a… [+8369 chars]",,,,,
20,2021-03-18 15:55:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4767,0.0,0.876,0.124,"<ul><li>a rise in us government bond yields brought a quick end thursday to a stocks rally.</li><li>fed policymakers forecast the world's top economy to expand 6.5% this year, a full two percentage p… [+3145 chars]",,,,,
21,2021-03-18 15:49:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2023,0.0,0.95,0.05,"the dow jones industrial average rallied more than 150 points thursday, while tech stocks sold off as treasury yields spiked. apple and tesla stock tumbled in morning trade, while dow jones leader ni… [+6339 chars]",,,,,
22,2021-03-18 15:47:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6908,0.0,0.836,0.164,"* 10-yr u.s. yield tops 1.75% as investors digest fed
* s&amp;p 500 drops, tech-heavy nasdaq slumps
* msci global index little changed as europe's stoxx gains
* dollar recovers from post-fed drop,… [+3170 chars]",,,,,
23,2021-03-18 15:38:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"philadelphia – nationally syndicated host and biblical investing authoritydancelia discusses jerome powell‘s comments at the press conference yesterday.
get the full henry singleton series in pdf
g… [+1975 chars]",,,,,
24,2021-03-18 15:33:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0418,0.086,0.835,0.079,the fine print: the following comments are owned by whoever posted them. we are not responsible for them in any way.,,,,,
25,2021-03-18 14:38:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"as i stated yesterday, if the fed wants to hold yields down, they will have to actually do something. they did not follow this course. they made numerous statements, but any actual action was missing… [+3684 chars]",,,,,
26,2021-03-18 14:35:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296,0.0,0.939,0.061,reuters: the s&amp;p 500 eased from a record high on thursday while the tech-heavy nasdaq shed more than 1per cent as bond yields hit 14-month peak after the federal reserve pledged to tolerate infla… [+3417 chars],,,,,
27,2021-03-18 14:25:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.296,0.061,0.939,0.0,"by david haggith 
chairman powell of the peoples bank of the ussa would have you believe inflation is no concern because the federales are in control. the bond vigilantes, with their pistols shoved … [+18461 chars]",,,,,
28,2021-03-18 14:23:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0258,0.115,0.799,0.086,"<ul><li>gold is falling sharply after rising to march highs above $1,750.</li><li>xau/usd is testing key fibonacci support at $1,720.</li><li>next target on the downside is located at $1,700.</li></u… [+2328 chars]",,,,,
29,2021-03-18 14:17:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7269,0.169,0.831,0.0,"stocks dropped at the starting bell, then rapidly turned mixed thursday as rising bond yields, disappointing unemployment data and a spike in march manufacturing data fueled turbid early trade. new i… [+8538 chars]",,,,,
30,2021-03-18 14:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.0,0.861,0.139,"you just dont do that in financial services, was the initial reaction to dave portnoys shenanigans. then everyone poked fun at the newby who didnt know the basics, like how you have to wait until a c… [+8827 chars]",,,,,
