Date,SPY Close,Daily Returns,Cumulative Returns,VIX Close,SPX 1M 25DP Vol BVOL INDEX,SPX 1M 25DC Vol BVOL INDEX,SPX 1M 100 Vol BVOL INDEX,P/C Ratio,P/C Spread,P/ATM Ratio,P/ATM Spread,ATM/C Ratio,ATM/C Spread
2017-01-04,209.45223999023438,0.005949369314967257,0.31662712627520295,11.850000381469727,11.6202,8.5508,9.56,1.36,3.07,1.22,2.06,1.12,1.01
2017-01-05,209.2858123779297,-0.0007945850200142823,0.3155809540837202,11.670000076293945,12.1041,8.4055,9.6585,1.44,3.7,1.25,2.45,1.15,1.25
2017-01-06,210.03456115722656,0.0035776375416445294,0.32028762589412274,11.319999694824219,10.9326,7.9291,8.9372,1.38,3.0,1.22,2.0,1.13,1.01
2017-01-09,209.34127807617188,-0.0033008047686766684,0.3159296142025467,11.5600004196167,12.0137,8.0813,9.6794,1.49,3.93,1.24,2.33,1.2,1.6
2017-01-10,209.34127807617188,0.0,0.3159296142025467,11.489999771118164,12.1254,7.9919,9.3476,1.52,4.13,1.3,2.78,1.17,1.36
2017-01-11,209.9329071044922,0.002826146060429746,0.319648623497528,11.260000228881836,12.8514,8.5189,10.0016,1.51,4.33,1.28,2.85,1.17,1.48
2017-01-12,209.40594482421875,-0.0025101461583206808,0.31633611257492245,11.539999961853027,10.9943,7.5818,8.7163,1.45,3.41,1.26,2.28,1.15,1.13
2017-01-13,209.88670349121094,0.0022958214839399194,0.319358185302258,11.229999542236328,11.7324,7.9089,9.308,1.48,3.82,1.26,2.42,1.18,1.4
2017-01-17,209.1471405029297,-0.0035236295390775885,0.3147092558279032,11.869999885559082,10.8707,7.6391,8.724,1.42,3.23,1.25,2.15,1.14,1.08
2017-01-18,209.6093292236328,0.002209873487113878,0.31761459695562055,12.479999542236328,10.4209,7.9982,8.4312,1.3,2.42,1.24,1.99,1.05,0.43
2017-01-19,208.83285522460938,-0.0037043866410879644,0.31273364304455575,12.779999732971191,10.4128,7.9825,8.4618,1.3,2.43,1.23,1.95,1.06,0.48
2017-01-20,209.60011291503906,0.003674027679238856,0.3175566627845696,11.539999961853027,9.8513,7.3351,8.0741,1.34,2.52,1.22,1.78,1.1,0.74
2017-01-23,209.05470275878906,-0.0026021462902124926,0.31412818760236005,11.770000457763672,11.4007,7.7258,8.8658,1.48,3.67,1.29,2.53,1.15,1.14
2017-01-24,210.3950958251953,0.006411685787106158,0.32255396462524577,11.069999694824219,11.2947,7.9025,8.9462,1.43,3.39,1.26,2.35,1.13,1.04
2017-01-25,212.21615600585938,0.008655430743390813,0.3340012388704565,10.8100004196167,11.197000000000001,7.5949,8.6727,1.47,3.6,1.29,2.52,1.14,1.08
2017-01-26,211.9943389892578,-0.0010452409504365656,0.3326068861476561,10.630000114440918,11.3364,7.787999999999999,8.8915,1.46,3.55,1.27,2.44,1.14,1.1
2017-01-27,211.66151428222656,-0.001569969786071157,0.33051473359969386,10.579999923706055,10.1858,7.2431,8.0267,1.41,2.94,1.27,2.16,1.11,0.78
2017-01-30,210.34886169433594,-0.006201659249873592,0.32226333459497214,11.880000114440918,10.3585,7.3158,8.1904,1.42,3.04,1.26,2.17,1.12,0.87
2017-01-31,210.3303680419922,-8.791895613213807e-05,0.32214708258286273,11.989999771118164,10.6658,7.292999999999999,8.356,1.46,3.37,1.28,2.31,1.15,1.06
2017-02-01,210.41358947753906,0.0003956700894958143,0.32267021663735496,11.8100004196167,10.7674,7.3577,8.4617,1.46,3.41,1.27,2.31,1.15,1.1
2017-02-02,210.55224609375,0.0006589717734259981,0.32354181897567025,11.930000305175781,10.4644,7.4718,8.3464,1.4,2.99,1.25,2.12,1.12,0.87
2017-02-03,212.00355529785156,0.006892869731987439,0.33266482031870725,10.970000267028809,10.1513,7.5797,8.2781,1.34,2.57,1.23,1.87,1.09,0.7
2017-02-06,211.62452697753906,-0.0017878394528808572,0.33028222957547504,11.369999885559082,9.8723,7.6524,8.1388,1.29,2.22,1.21,1.73,1.06,0.49
2017-02-07,211.6337890625,4.376659498417368e-05,0.3303404514990316,11.289999961853027,9.841000000000001,7.5146,8.0378,1.31,2.33,1.22,1.8,1.07,0.52
2017-02-08,211.91111755371094,0.0013104168877733358,0.3320837520931639,11.449999809265137,10.7412,8.7523,9.1661,1.23,1.99,1.17,1.58,1.05,0.41
2017-02-09,213.16831970214844,0.005932686132519072,0.339986586896561,10.880000114440918,10.9108,8.3796,9.0529,1.3,2.53,1.21,1.86,1.08,0.67
2017-02-10,214.00950622558594,0.003946114153420499,0.34527432693250715,10.850000381469727,10.5812,7.6814,8.6223,1.38,2.9,1.23,1.96,1.12,0.94
2017-02-13,215.17430114746094,0.005442725150008876,0.3525962853453639,11.069999694824219,10.9501,8.0376,8.9055,1.36,2.91,1.23,2.04,1.11,0.87
2017-02-14,216.0339813232422,0.003995273465264404,0.35800027739341944,10.739999771118164,10.9599,8.2801,9.054,1.32,2.68,1.21,1.91,1.09,0.77
2017-02-15,217.16172790527344,0.005220227739745509,0.36508934811205074,11.970000267028809,11.0585,8.2508,9.1083,1.34,2.81,1.21,1.95,1.1,0.86
2017-02-16,216.97686767578125,-0.0008512560259826829,0.3639273075784655,11.760000228881836,10.9897,7.65,8.8282,1.44,3.34,1.24,2.16,1.15,1.18
2017-02-17,217.31890869140625,0.0015763939229507251,0.36607739429747865,11.489999771118164,11.3328,8.3844,9.3054,1.35,2.95,1.22,2.03,1.11,0.92
2017-02-21,218.6130828857422,0.005955184489600418,0.3742126372075927,11.569999694824219,11.9819,9.0895,9.9917,1.32,2.89,1.2,1.99,1.1,0.9
2017-02-22,218.41893005371094,-0.0008881116787173848,0.37299218291544767,11.739999771118164,12.0487,9.1783,10.1322,1.31,2.87,1.19,1.92,1.1,0.95
2017-02-23,218.5668182373047,0.0006770850107056248,0.3739218153423156,11.710000038146973,11.5602,8.9046,9.7177,1.3,2.66,1.19,1.84,1.09,0.81
2017-02-24,218.8441619873047,0.0012689197392208307,0.37566521185394963,11.470000267028809,9.9961,8.0,8.5894,1.25,2.0,1.16,1.41,1.07,0.59
2017-02-27,219.1862030029297,0.0015629432949864075,0.3778152985729628,12.09000015258789,10.5668,8.2493,8.9648,1.28,2.32,1.18,1.6,1.09,0.72
2017-02-28,218.5946044921875,-0.0026990682015430867,0.374096481112985,12.920000076293945,10.9921,8.1996,9.2326,1.34,2.79,1.19,1.76,1.13,1.03
2017-03-01,221.65438842773438,0.013997527261274234,0.393330434066985,12.539999961853027,11.2166,8.3046,9.4062,1.35,2.91,1.19,1.81,1.13,1.1
2017-03-02,220.25852966308594,-0.00629745602850329,0.38455599692527276,11.8100004196167,11.8875,8.499,9.7819,1.4,3.39,1.22,2.11,1.15,1.28
2017-03-03,220.39718627929688,0.0006295175783794793,0.38542759926358805,10.960000038146973,10.8897,7.3539,8.8833,1.48,3.54,1.23,2.01,1.21,1.53
2017-03-06,219.74085998535156,-0.0029779250135869573,0.3813018997612272,11.239999771118164,10.822000000000001,7.8314,9.0094,1.38,2.99,1.2,1.81,1.15,1.18
2017-03-07,219.08453369140625,-0.002986819538200902,0.37717620025886633,11.449999809265137,11.6554,8.1827,9.4966,1.42,3.47,1.23,2.16,1.16,1.31
2017-03-08,218.6777801513672,-0.0018566054535460452,0.37461932741497184,11.859999656677246,11.0462,7.6496,8.8969,1.44,3.4,1.24,2.15,1.16,1.25
2017-03-09,218.955078125,0.0012680665289397375,0.3763624361741005,12.300000190734863,10.2917,7.4861,8.4789,1.37,2.81,1.21,1.81,1.13,0.99
2017-03-10,219.7223663330078,0.0035043179385396694,0.38118564774911756,11.65999984741211,9.7884,7.0668,8.1139,1.39,2.72,1.21,1.67,1.15,1.05
2017-03-13,219.8332977294922,0.0005048707527399721,0.38188296798677035,11.350000381469727,10.3412,7.501,8.5567,1.38,2.84,1.21,1.78,1.14,1.06
2017-03-14,218.99208068847656,-0.0038266133916198264,0.3765950361158208,12.300000190734863,12.3433,8.4819,9.9465,1.46,3.86,1.24,2.4,1.17,1.46
2017-03-15,220.8871307373047,0.008653509491623579,0.3885074143269709,11.630000114440918,12.5936,8.7225,10.2156,1.44,3.87,1.23,2.38,1.17,1.49
2017-03-16,220.45263671875,-0.0019670408914470583,0.3857761634649124,11.210000038146973,13.4138,8.9977,10.725999999999999,1.49,4.42,1.25,2.69,1.19,1.73
2017-03-17,220.0654754638672,-0.0017562105885662316,0.3833424486932526,11.279999732971191,12.78,9.1949,10.7055,1.39,3.59,1.19,2.07,1.16,1.51
2017-03-20,219.82411193847656,-0.0010967805144439513,0.38182522565072263,11.34000015258789,12.7171,8.9195,10.4607,1.43,3.8,1.22,2.26,1.17,1.54
2017-03-21,217.00164794921875,-0.012839646953960004,0.3640830776012913,12.470000267028809,11.3316,8.2476,9.3748,1.37,3.08,1.21,1.96,1.14,1.13
2017-03-22,217.51231384277344,0.0023532811772664086,0.3672931486320381,12.8100004196167,11.1876,8.1269,9.2091,1.38,3.06,1.21,1.98,1.13,1.08
2017-03-23,217.28018188476562,-0.0010672129494958549,0.365833955678061,13.119999885559082,11.1147,8.1604,9.1816,1.36,2.95,1.21,1.93,1.13,1.02
2017-03-24,217.12234497070312,-0.0007264211245285868,0.36484178504005804,12.960000038146973,11.3869,8.3353,9.404,1.37,3.05,1.21,1.98,1.13,1.07
2017-03-27,216.8995361328125,-0.0010261902703782022,0.36344119767964433,12.5,12.0387,8.3118,9.6481,1.45,3.73,1.25,2.39,1.16,1.34
2017-03-28,218.47789001464844,0.0072768891532781765,0.37336280814217204,11.529999732971191,11.5477,7.9543,9.3822,1.45,3.59,1.23,2.17,1.18,1.43
2017-03-29,218.68214416503906,0.0009348962056385801,0.37464675982046924,11.420000076293945,12.4872,8.4903,9.9918,1.47,4.0,1.25,2.5,1.18,1.5
2017-03-30,219.37844848632812,0.0031840931684095075,0.37902376317738984,11.539999961853027,12.6722,8.3445,10.0417,1.52,4.33,1.26,2.63,1.2,1.7
2017-03-31,218.86782836914062,-0.0023275764812390465,0.37581397989914844,12.369999885559082,13.2205,8.5095,10.4432,1.55,4.71,1.27,2.78,1.23,1.93
2017-04-03,218.48716735839844,-0.001739227795965359,0.3734211259832301,12.380000114440918,14.6811,9.031,11.4103,1.63,5.65,1.29,3.27,1.26,2.38
2017-04-04,218.62643432617188,0.0006374148626540066,0.3742965650216148,11.789999961853027,15.8003,9.7894,12.3627,1.61,6.01,1.28,3.44,1.26,2.57
2017-04-05,217.97653198242188,-0.00297266131496432,0.37021124678748674,12.890000343322754,16.336,10.1775,12.785,1.61,6.16,1.28,3.55,1.26,2.61
2017-04-06,218.58929443359375,0.0028111395552494756,0.3740631018223788,12.390000343322754,16.519000000000002,10.5182,13.2795,1.57,6.0,1.24,3.24,1.26,2.76
2017-04-07,218.36647033691406,-0.0010193733286758544,0.37266241854446336,12.869999885559082,14.9386,9.2556,11.5791,1.61,5.68,1.29,3.36,1.25,2.32
2017-04-10,218.4964141845703,0.0005950723453822526,0.37347925198928467,14.050000190734863,15.0263,9.2528,11.7481,1.62,5.77,1.28,3.28,1.27,2.5
2017-04-11,218.23648071289062,-0.0011896463960279213,0.37184529734713645,15.069999694824219,15.3245,9.7132,12.037,1.58,5.61,1.27,3.29,1.24,2.32
2017-04-12,217.28018188476562,-0.004381938459606549,0.36583395567806054,15.770000457763672,13.8178,8.9369,10.6781,1.55,4.88,1.29,3.14,1.19,1.74
2017-04-13,215.8689727783203,-0.006494881835075739,0.35696302552959747,15.960000038146973,14.5029,9.2835,11.3434,1.56,5.22,1.28,3.16,1.22,2.06
2017-04-17,217.78155517578125,0.0088599226319801,0.36898561295024734,14.65999984741211,10.3291,7.4815,8.273,1.38,2.85,1.25,2.06,1.11,0.79
2017-04-18,217.13162231445312,-0.002984333823879304,0.36490010288111585,14.420000076293945,10.0673,7.6082,8.1024,1.32,2.46,1.24,1.96,1.06,0.49
2017-04-19,216.732421875,-0.0018385182001495748,0.3623907092005829,14.930000305175781,10.1153,7.5835,8.2774,1.33,2.53,1.22,1.84,1.09,0.69
2017-04-20,218.4964141845703,0.008139032888155873,0.37347925198928444,14.149999618530273,10.019,7.2066,7.9611,1.39,2.81,1.26,2.06,1.1,0.75
2017-04-21,217.80010986328125,-0.003186799764598791,0.3691022486323636,14.630000114440918,10.1197,6.97,7.8548,1.45,3.15,1.29,2.26,1.13,0.88
2017-04-24,220.1954803466797,0.010998022383469364,0.3841596658080806,10.84000015258789,9.8661,6.8881,7.7402,1.43,2.98,1.27,2.13,1.12,0.85
2017-04-25,221.4766845703125,0.005818485563898301,0.39221337884171525,10.760000228881836,10.1165,6.9569,7.9604,1.45,3.16,1.27,2.16,1.14,1.0
2017-04-26,221.3374481201172,-0.0006286731737268347,0.391338131638334,10.850000381469727,10.2508,7.0846,8.0369,1.45,3.17,1.28,2.21,1.13,0.95
2017-04-27,221.52310180664062,0.0008387811827608171,0.39250515988200974,10.359999656677246,9.8531,6.9472,7.7766,1.42,2.91,1.27,2.08,1.12,0.83
2017-04-28,221.04031372070312,-0.002179402879429304,0.38947033012694265,10.819999694824219,9.7038,6.7103,7.5948,1.45,2.99,1.28,2.11,1.13,0.88
2017-05-01,221.59738159179688,0.0025202093759133515,0.39297208628048197,10.109999656677246,9.1983,6.4924,7.2212,1.42,2.71,1.27,1.98,1.11,0.73
2017-05-02,221.6809539794922,0.00037713616963785945,0.3934974264375142,10.59000015258789,9.5529,6.6229,7.4696,1.44,2.93,1.28,2.08,1.13,0.85
2017-05-03,221.41171264648438,-0.0012145442726338995,0.3918049621193045,10.680000305175781,9.4705,6.6112,7.4698,1.43,2.86,1.27,2.0,1.13,0.86
2017-05-04,221.67166137695312,0.0011740513966567168,0.3934390126789544,10.460000038146973,9.9073,6.8827,7.8363,1.44,3.02,1.26,2.07,1.14,0.95
2017-05-05,222.54440307617188,0.003937091885347632,0.3989251101084996,10.569999694824219,9.5161,6.5196,7.607,1.46,3.0,1.25,1.91,1.17,1.09
2017-05-08,222.5072479248047,-0.00016695612584993746,0.3986915509917617,9.770000457763672,10.1767,6.9685,8.0349,1.46,3.21,1.27,2.14,1.15,1.07
2017-05-09,222.30300903320312,-0.0009178977022383794,0.3974076952309662,9.960000038146973,10.3332,6.8042,8.0554,1.52,3.53,1.28,2.28,1.18,1.25
2017-05-10,222.7022247314453,0.001795817789324472,0.39991718482900085,10.210000038146973,14.7292,9.6216,11.8225,1.53,5.11,1.25,2.91,1.23,2.2
2017-05-11,222.24728393554688,-0.002042821064976108,0.39705740451461,10.600000381469727,13.8709,8.7211,10.8029,1.59,5.15,1.28,3.07,1.24,2.08
2017-05-12,221.87594604492188,-0.0016708320751973593,0.39472315619225506,10.399999618530273,11.9781,7.3024,9.277999999999999,1.64,4.68,1.29,2.7,1.27,1.98
2017-05-15,223.10147094726562,0.005523468966282641,0.4024268662620387,10.420000076293945,10.964,7.0434,8.619,1.56,3.92,1.27,2.35,1.22,1.58
2017-05-16,222.89718627929688,-0.0009156580954010618,0.40114272274873786,10.649999618530273,10.7467,7.3097,8.4059,1.47,3.44,1.28,2.34,1.15,1.1
2017-05-17,218.94210815429688,-0.01774395716258248,0.37628090629762,15.59000015258789,10.3668,6.7114,7.814,1.54,3.66,1.33,2.55,1.16,1.1
2017-05-18,219.82411193847656,0.004028479453381806,0.38182522565072174,14.65999984741211,9.9607,6.5937,7.5062,1.51,3.37,1.33,2.45,1.14,0.91
2017-05-19,221.25387573242188,0.006504126327804505,0.3908127914813011,12.039999961853027,9.5993,6.1378,7.1903,1.56,3.46,1.34,2.41,1.17,1.05
2017-05-22,222.37725830078125,0.005077346395133686,0.39787442979443455,10.930000305175781,10.2469,6.9339,7.9464,1.48,3.31,1.29,2.3,1.15,1.01
2017-05-23,222.86935424804688,0.0022128879141050106,0.4009677692255631,10.720000267028809,10.4929,6.8856,8.0859,1.52,3.61,1.3,2.41,1.17,1.2
2017-05-24,223.38925170898438,0.002332745400064562,0.40423587034486275,10.020000457763672,9.8404,6.4422,7.3797,1.53,3.4,1.33,2.46,1.15,0.94
2017-05-25,224.45692443847656,0.0047794274850925245,0.41094731385914174,9.989999771118164,9.1157,6.4781,7.0707,1.41,2.64,1.29,2.05,1.09,0.59
2017-05-26,224.41053771972656,-0.0002066620081605519,0.4106557246538509,9.8100004196167,9.3307,6.2673,7.1568,1.49,3.06,1.3,2.17,1.14,0.89
2017-05-30,224.21556091308594,-0.0008688397996895469,0.40943009081661175,10.380000114440918,10.2455,7.155,8.0412,1.43,3.09,1.27,2.2,1.12,0.89
2017-05-31,224.1598663330078,-0.0002483974789765364,0.40907999193525924,10.40999984741211,10.2267,6.7806,7.8577,1.51,3.45,1.3,2.37,1.16,1.08
2017-06-01,225.94241333007812,0.007952123750922357,0.42028517040607705,9.890000343322754,9.94,6.4802,7.5185,1.53,3.46,1.32,2.42,1.16,1.04
2017-06-02,226.69448852539062,0.0033286145094582054,0.42501275223185897,9.75,10.4005,6.1064,7.7125,1.7,4.29,1.35,2.69,1.26,1.61
2017-06-05,226.52737426757812,-0.0007371783006263621,0.4239622637527978,10.069999694824219,10.8667,6.5749,8.1341,1.65,4.29,1.34,2.73,1.24,1.56
2017-06-06,225.8031768798828,-0.0031969530836475357,0.41940992320269554,10.449999809265137,9.875,6.5161,7.577999999999999,1.52,3.36,1.3,2.3,1.16,1.06
2017-06-07,226.2209930419922,0.0018503555524891357,0.42203633623535186,10.390000343322754,10.0631,6.3473,7.6511,1.59,3.72,1.32,2.41,1.21,1.3
2017-06-08,226.33238220214844,0.0004923909079277422,0.4227365339980571,10.15999984741211,10.5653,6.6394,8.0358,1.59,3.93,1.31,2.53,1.21,1.4
2017-06-09,225.9888916015625,-0.0015176378971664128,0.4205773351163784,10.699999809265137,9.607000000000001,6.059,7.3804,1.59,3.55,1.3,2.23,1.22,1.32
2017-06-12,225.94241333007812,-0.0002056661774610946,0.42028517040607705,11.460000038146973,9.3584,6.353,7.3824,1.47,3.01,1.27,1.98,1.16,1.03
2017-06-13,227.0472869873047,0.004890067521817754,0.42723046078959914,10.420000076293945,10.6233,7.2145,8.2965,1.47,3.41,1.28,2.33,1.15,1.08
2017-06-14,226.7594757080078,-0.001267627035389185,0.42542126487177123,10.640000343322754,10.594000000000001,7.0835,8.3418,1.5,3.51,1.27,2.25,1.18,1.26
2017-06-15,226.32310485839844,-0.0019243775734041346,0.42267821615699863,10.899999618530273,10.3889,6.9048,8.0699,1.5,3.48,1.29,2.32,1.17,1.17
2017-06-16,226.37255859375,0.00021850944198775757,0.4229890847801392,10.380000114440918,9.7838,6.3265,7.4267,1.55,3.46,1.32,2.36,1.17,1.1
2017-06-19,228.25711059570312,0.008325001995207248,0.43483547175009196,10.369999885559082,9.6734,6.3776,7.5661,1.52,3.3,1.28,2.11,1.19,1.19
2017-06-20,226.71771240234375,-0.006744141242048807,0.4251587386695077,10.859999656677246,11.4026,7.6735,8.943999999999999,1.49,3.73,1.27,2.46,1.17,1.27
2017-06-21,226.6617431640625,-0.00024686751506175497,0.4248069132731238,10.75,10.0516,6.5164,7.8066,1.54,3.54,1.29,2.25,1.2,1.29
2017-06-22,226.5591278076172,-0.00045272464163059745,0.4241618680739194,10.479999542236328,11.6099,7.4912,9.0774,1.55,4.12,1.28,2.53,1.21,1.59
2017-06-23,226.82972717285156,0.0011943873895212676,0.4258628690497839,10.020000457763672,10.8913,6.9654,8.6667,1.56,3.93,1.26,2.22,1.24,1.7
2017-06-26,226.9789581298828,0.0006578985871525944,0.4268009422168051,9.899999618530273,11.3219,7.3237,8.8036,1.55,4.0,1.29,2.52,1.2,1.48
2017-06-27,225.150390625,-0.00805611022250119,0.41530647656073794,11.0600004196167,10.8784,6.7504,8.4441,1.61,4.13,1.29,2.43,1.25,1.69
2017-06-28,227.16555786132812,0.008950316411773462,0.42797391734558876,10.029999732971191,12.4975,8.0454,9.9204,1.55,4.45,1.26,2.58,1.23,1.88
2017-06-29,225.1690216064453,-0.008788903888773403,0.41542359183036304,11.4399995803833,10.7443,6.5956,8.4155,1.63,4.15,1.28,2.33,1.28,1.82
2017-06-30,225.58885192871094,0.0018645119087448148,0.41806266597324915,11.180000305175781,10.7493,6.8989,8.3759,1.56,3.85,1.28,2.37,1.21,1.48
2017-07-03,225.97140502929688,0.0016957978965503884,0.4204674136593831,11.220000267028809,10.8472,6.9586,8.4561,1.56,3.89,1.28,2.39,1.22,1.5
2017-07-05,226.49383544921875,0.002311931546622681,0.42375143708397167,11.069999694824219,9.872,6.2475,7.5920000000000005,1.58,3.62,1.3,2.28,1.22,1.34
2017-07-06,224.4226837158203,-0.009144406642638159,0.41073207498523545,12.539999961853027,9.4373,6.0133,7.2493,1.57,3.42,1.3,2.19,1.21,1.24
2017-07-07,225.87808227539062,0.006485077780342463,0.4198807822187387,11.1899995803833,8.9748,5.7437,6.8474,1.56,3.23,1.31,2.13,1.19,1.1
2017-07-10,226.12063598632812,0.0010738257935172246,0.42140548682640455,11.109999656677246,9.2589,6.1714,7.1273,1.5,3.09,1.3,2.13,1.15,0.96
2017-07-11,225.9527130126953,-0.0007426256029235967,0.42034991471975114,10.890000343322754,9.4957,6.0103,7.1124,1.58,3.49,1.34,2.38,1.18,1.1
2017-07-12,227.6507110595703,0.007514838057198325,0.4310236143134256,10.300000190734863,9.2585,6.1564,6.9902,1.5,3.1,1.32,2.27,1.14,0.83
2017-07-13,228.033203125,0.0016801707477627215,0.4334279783295527,9.899999618530273,8.9264,6.2189,6.9289,1.44,2.71,1.29,2.0,1.11,0.71
2017-07-14,229.0968017578125,0.004664227043416513,0.4401138118708672,9.510000228881836,8.7682,5.7410000000000005,6.6911,1.53,3.03,1.31,2.08,1.17,0.95
2017-07-17,229.0687713623047,-0.0001223517538994079,0.43993761142017007,9.819999694824219,8.822000000000001,5.9754,6.8977,1.48,2.85,1.28,1.92,1.15,0.92
2017-07-18,229.19007873535156,0.0005295674845831044,0.44070015555900643,9.890000343322754,8.9438,5.8525,6.7018,1.53,3.09,1.33,2.24,1.15,0.85
2017-07-19,230.430908203125,0.005413975485414557,0.4485000708830358,9.789999961853027,8.9083,5.832000000000001,6.6305,1.53,3.08,1.34,2.28,1.14,0.8
2017-07-20,230.53353881835938,0.00044538563005569465,0.44914521199974167,9.579999923706055,9.353,5.8667,6.8033,1.59,3.49,1.37,2.55,1.16,0.94
2017-07-21,230.3282928466797,-0.0008903085109945863,0.4478550256838312,9.359999656677246,10.0057,6.0658,7.4216,1.65,3.94,1.35,2.58,1.22,1.36
2017-07-24,230.2722930908203,-0.00024313016506682938,0.44750300845244384,9.430000305175781,9.8503,6.2553,7.3957,1.57,3.6,1.33,2.45,1.18,1.14
2017-07-25,230.83206176757812,0.002430898955511962,0.4510217420037914,9.430000305175781,9.3106,5.9824,6.9068,1.56,3.33,1.35,2.4,1.15,0.92
2017-07-26,230.84141540527344,4.052139734711524e-05,0.4510805394323585,9.600000381469727,9.7665,5.8094,6.8786,1.68,3.96,1.42,2.89,1.18,1.07
2017-07-27,230.6267852783203,-0.0009297730503701196,0.4497313638528777,10.109999656677246,10.158999999999999,6.0312,7.1805,1.68,4.13,1.41,2.98,1.19,1.15
2017-07-28,230.35629272460938,-0.001172858362416651,0.44803103429952507,10.289999961853027,9.6293,5.5998,6.7257,1.72,4.03,1.43,2.9,1.2,1.13
2017-07-31,230.2256622314453,-0.0005670802026677135,0.4472098845671253,10.260000228881836,9.6429,5.7860000000000005,6.8555,1.67,3.86,1.41,2.79,1.18,1.07
2017-08-01,230.73878479003906,0.002228780899663274,0.4504353983156524,10.09000015258789,10.7319,6.3420000000000005,7.8646,1.69,4.39,1.36,2.87,1.24,1.52
2017-08-02,230.85076904296875,0.00048532912675081086,0.45113933686092533,10.279999732971191,11.1167,6.3486,8.0928,1.75,4.77,1.37,3.02,1.27,1.74
2017-08-03,230.4029541015625,-0.0019398460020849662,0.4483243500198475,10.4399995803833,15.3589,9.0487,11.7305,1.7,6.31,1.31,3.63,1.3,2.68
2017-08-04,230.82275390625,0.0018220244020936693,0.45096323232773017,10.029999732971191,15.1706,8.3936,11.2337,1.81,6.78,1.35,3.94,1.34,2.84
2017-08-07,231.2519073486328,0.0018592336982390378,0.4536609120641797,9.930000305175781,12.1162,6.7957,8.6788,1.78,5.32,1.4,3.44,1.28,1.88
2017-08-08,230.68280029296875,-0.0024609831857779207,0.4500834770017672,10.960000038146973,11.6128,6.7256,8.4972,1.73,4.89,1.37,3.12,1.26,1.77
2017-08-09,230.67344665527344,-4.054761639549209e-05,0.45002467957320036,11.109999656677246,11.1276,6.6056,8.2629,1.68,4.52,1.35,2.86,1.25,1.66
2017-08-10,227.41744995117188,-0.014115177760218978,0.42955732346431996,16.040000915527344,15.0136,8.8121,11.4637,1.7,6.2,1.31,3.55,1.3,2.65
2017-08-11,227.75331115722656,0.0014768488791285783,0.4316685635951283,15.510000228881836,13.991,8.7831,11.1072,1.59,5.21,1.26,2.88,1.26,2.32
2017-08-14,230.01101684570312,0.009912943425520515,0.445860613070143,12.329999923706055,13.5898,8.5601,10.8055,1.59,5.03,1.26,2.78,1.26,2.25
2017-08-15,229.9830780029297,-0.00012146741124219318,0.44568498812445645,12.039999961853027,11.8132,7.1872,9.1398,1.64,4.63,1.29,2.67,1.27,1.95
2017-08-16,230.3842315673828,0.0017442742654658616,0.4482066592452123,11.739999771118164,12.4696,7.82,9.6196,1.59,4.65,1.3,2.85,1.23,1.8
2017-08-17,226.7923583984375,-0.01559079432003041,0.42562796708802186,15.550000190734863,13.3046,7.9446,9.8676,1.67,5.36,1.35,3.44,1.24,1.92
2017-08-18,226.4378662109375,-0.0015630693644325122,0.42339961168758844,14.260000228881836,11.6269,7.1412,8.8666,1.63,4.49,1.31,2.76,1.24,1.73
2017-08-21,226.6151123046875,0.0007827581875590184,0.42451378938780526,13.1899995803833,12.1253,7.2988,9.0954,1.66,4.83,1.33,3.03,1.25,1.8
2017-08-22,228.9848175048828,0.010456960156342898,0.43940987332559467,11.350000381469727,12.4112,7.3857,9.2363,1.68,5.03,1.34,3.17,1.25,1.85
2017-08-23,228.163818359375,-0.003585386814959013,0.4342490321444512,12.25,11.7386,7.1607,8.7585,1.64,4.58,1.34,2.98,1.22,1.6
2017-08-24,227.63204956054688,-0.002330644721200037,0.4309063072087975,12.229999542236328,10.6846,6.8051,8.0607,1.57,3.88,1.33,2.62,1.18,1.26
2017-08-25,228.163818359375,0.002336089315431389,0.43424903214445143,11.279999732971191,10.059,6.3881,7.492999999999999,1.57,3.67,1.34,2.57,1.17,1.1
2017-08-28,228.1731719970703,4.099527156653515e-05,0.4343078295730183,11.319999694824219,13.0301,7.8141,9.6386,1.67,5.22,1.35,3.39,1.23,1.82
2017-08-29,228.4343719482422,0.0011447443574796878,0.43594974536781095,11.699999809265137,11.5501,6.9012,8.6482,1.67,4.65,1.34,2.9,1.25,1.75
2017-08-30,229.5166015625,0.004737595332207745,0.4427526941787503,11.220000267028809,11.4997,6.7184,8.5209,1.71,4.78,1.35,2.98,1.27,1.8
2017-08-31,230.89739990234375,0.006016115306882286,0.45143246074624477,10.59000015258789,11.9471,6.9224,8.9118,1.73,5.02,1.34,3.04,1.29,1.99
2017-09-01,231.2239532470703,0.0014142790038549347,0.4534851912009916,10.130000114440918,10.2202,5.9623,7.3808,1.71,4.26,1.38,2.84,1.24,1.42
2017-09-05,229.5632781982422,-0.007182106462186644,0.44304610581657444,12.229999542236328,9.7168,6.0035,7.1071,1.62,3.71,1.37,2.61,1.18,1.1
2017-09-06,230.346923828125,0.003413636693261113,0.4479721409534574,11.630000114440918,9.7597,6.0368,7.0517,1.62,3.72,1.38,2.71,1.17,1.01
2017-09-07,230.31893920898438,-0.00012148900743080837,0.44779622825526544,11.550000190734863,9.4574,5.9904,6.9379,1.58,3.47,1.36,2.52,1.16,0.95
